小区名,地址,建造年限
望泰雅居,南门坝,3室2厅 | 139.38平米 | 东南 | 精装 | 高楼层(共28层)  | 暂无数据
卡布基诺,南门坝,3室2厅 | 120平米 | 东南 | 简装 | 中楼层(共30层)  | 塔楼
孔迩街39号,南门坝,3室2厅 | 70.08平米 | 南 | 精装 | 中楼层(共6层)  | 暂无数据
瑞露嘉都,南门坝,3室2厅 | 127.79平米 | 西南 | 简装 | 中楼层(共16层)  | 塔楼
雍景上河城一区,川东北金融中心,3室2厅 | 97平米 | 东南 | 毛坯 | 高楼层(共18层)  | 塔楼
西蜀嘉園,市政新区,3室2厅 | 119.8平米 | 北 南 | 毛坯 | 低楼层(共26层)  | 塔楼
汇金国际,白土坝,3室2厅 | 100平米 | 东南 南 | 毛坯 | 低楼层(共29层)  | 塔楼
育英路10号,人民花园,3室2厅 | 96.5平米 | 东南 | 简装 | 高楼层(共7层)  | 板楼
中心医院宿舍,火车站,3室2厅 | 108平米 | 东南 | 简装 | 中楼层(共9层)  | 板楼
悦中心,南门坝,2室1厅 | 69.55平米 | 南 | 精装 | 高楼层(共27层)  | 塔楼
恒河外滩金融街,南门坝,3室2厅 | 112平米 | 南 | 毛坯 | 低楼层(共28层)  | 塔楼
悦中心,南门坝,3室2厅 | 99.45平米 | 南 | 毛坯 | 高楼层(共27层)  | 塔楼
云岭花园,南充北站,3室2厅 | 93平米 | 南 | 简装 | 中楼层(共9层)  | 暂无数据
三公街24号,北湖公园,3室2厅 | 157平米 | 东南 | 简装 | 高楼层(共7层)  | 板楼
格兰星河湾,南门坝,4室2厅 | 130平米 | 东南 | 毛坯 | 高楼层(共7层)  | 暂无数据
蓝光·香江国际,南门坝,3室1厅 | 88平米 | 西南 西 | 精装 | 高楼层(共34层)  | 塔楼
蓝光·香江国际,南门坝,3室2厅 | 93.7平米 | 东南 | 精装 | 中楼层(共34层)  | 塔楼
枫林嘉洲,南门坝,4室1厅 | 123平米 | 南 | 精装 | 中楼层(共7层)  | 暂无数据
瑞露嘉都,南门坝,4室2厅 | 160平米 | 西 | 毛坯 | 中楼层(共16层)  | 塔楼
格兰星河湾,南门坝,3室2厅 | 108平米 | 东南 | 其他 | 高楼层(共6层)  | 暂无数据
格兰春天,南门坝,3室1厅 | 125平米 | 东南 | 精装 | 高楼层(共6层)  | 暂无数据
雍锦半岛,清泉坝,3室2厅 | 104平米 | 西南 | 毛坯 | 中楼层(共31层)  | 板塔结合
滨江名城,南门坝,4室2厅 | 184平米 | 南 | 简装 | 高楼层(共7层)  | 板楼
杏林小区,市政新区,4室2厅 | 168平米 | 东南 南 西南 | 精装 | 高楼层(共17层)  | 板楼
滨江首座,延安路,3室2厅 | 115平米 | 东 | 精装 | 高楼层(共32层)  | 塔楼
铁投锦华府,市政新区,3室2厅 | 108.83平米 | 南 北 | 其他 | 中楼层(共11层)  | 暂无数据
蓝光·香江国际,南门坝,3室2厅 | 95平米 | 南 | 毛坯 | 低楼层(共34层)  | 塔楼
蓝光·香江国际,南门坝,3室1厅 | 94平米 | 东 东南 | 简装 | 高楼层(共34层)  | 塔楼
瑞露嘉都,南门坝,5室2厅 | 211平米 | 南 | 毛坯 | 高楼层(共16层)  | 塔楼
电力小区(顺庆区),北湖公园,3室1厅 | 75.57平米 | 东南 | 简装 | 高楼层(共8层)  | 板楼
瑞露嘉都,南门坝,3室2厅 | 127.79平米 | 西南 | 简装 | 中楼层(共16层)  | 塔楼
明宇·帝壹家西区,南门坝,3室2厅 | 153平米 | 东南 | 毛坯 | 高楼层(共6层)  | 板楼
瑞露嘉都,南门坝,3室1厅 | 124.96平米 | 东南 | 精装 | 中楼层(共11层)  | 塔楼
格兰春天,南门坝,3室2厅 | 132平米 | 东南 | 毛坯 | 低楼层(共6层)  | 暂无数据
瑞露嘉都·彼岸,南门坝,2室2厅 | 87平米 | 南 | 毛坯 | 高楼层(共24层)  | 塔楼
望泰雅居,南门坝,3室2厅 | 139.38平米 | 东南 | 精装 | 高楼层(共28层)  | 暂无数据
卡布基诺,南门坝,3室2厅 | 120平米 | 东南 | 简装 | 中楼层(共30层)  | 塔楼
蓝光·香江国际,南门坝,3室2厅 | 91平米 | 东 | 简装 | 中楼层(共28层)  | 塔楼
悦中心,南门坝,2室1厅 | 69.55平米 | 南 | 精装 | 高楼层(共27层)  | 塔楼
瑞露嘉都,南门坝,4室2厅 | 173.72平米 | 东南 | 毛坯 | 低楼层(共16层)  | 塔楼
四川省汽车运输第四十一队,大西街,3室2厅 | 83平米 | 东 | 简装 | 中楼层(共8层)  | 暂无数据
马电花园,市政新区,3室1厅 | 136平米 | 南 | 毛坯 | 中楼层(共18层)  | 板塔结合
恒河·常春藤大院,市政新区,3室2厅 | 113平米 | 东南 | 精装 | 中楼层(共34层)  | 塔楼
格兰春天,南门坝,3室2厅 | 128平米 | 东南 | 精装 | 中楼层(共7层)  | 板楼
汇金国际,白土坝,3室2厅 | 107平米 | 西南 西 | 精装 | 中楼层(共29层)  | 塔楼
文明街77号,南门坝,2室2厅 | 82.07平米 | 东南 | 简装 | 低楼层(共7层)  | 板楼
瑞露嘉都,南门坝,3室1厅 | 137平米 | 东南 | 精装 | 中楼层(共16层)  | 塔楼
明宇?帝壹家东区,南门坝,3室2厅 | 105平米 | 东南 | 其他 | 高楼层(共32层)  | 塔楼
雍景上河城一区,川东北金融中心,3室2厅 | 110平米 | 东 | 毛坯 | 低楼层(共19层)  | 暂无数据
平城街60号,人民花园,2室1厅 | 84平米 | 南 | 简装 | 高楼层(共9层)  | 板楼
辉宇都市泊岸,南充北站,3室2厅 | 106.19平米 | 南 北 | 毛坯 | 中楼层(共9层)  | 塔楼
星宇西丽家园,西山运动场,3室1厅 | 126平米 | 东南 南 | 简装 | 高楼层(共7层)  | 暂无数据
北湖盛景,北湖公园,3室2厅 | 99.9平米 | 南 | 精装 | 高楼层(共31层)  | 板塔结合
燎原小区,火车站,4室2厅 | 172平米 | 东南 | 简装 | 中楼层(共7层)  | 板楼
川北医学院职工宿舍,北湖公园,3室2厅 | 98.2平米 | 东南 | 简装 | 中楼层(共6层)  | 暂无数据
明宇·帝壹家西区,南门坝,3室2厅 | 118平米 | 东南 | 其他 | 高楼层(共6层)  | 板楼
蓝光·香江国际,南门坝,3室2厅 | 111平米 | 南 | 毛坯 | 中楼层(共34层)  | 塔楼
明宇·帝壹家西区,南门坝,3室1厅 | 85平米 | 东南 | 精装 | 低楼层(共11层)  | 暂无数据
万科金润华府二期,川东北金融中心,4室2厅 | 114平米 | 南 | 精装 | 中楼层(共29层)  | 板塔结合
铁投锦华府,市政新区,4室2厅 | 124平米 | 南 | 毛坯 | 高楼层(共11层)  | 暂无数据
大北街132号,五星花园,2室2厅 | 71.8平米 | 东南 | 简装 | 高楼层(共7层)  | 板楼
柳林路108号,西门市场,4室2厅 | 150平米 | 东南 | 简装 | 中楼层(共8层)  | 平房
西河南路120号,西门市场,3室2厅 | 72平米 | 东 | 精装 | 中楼层(共7层)  | 板楼
红花街94号,金泉路,2室2厅 | 92.62平米 | 南 北 | 简装 | 中楼层(共8层)  | 暂无数据
泰合青年城一区,延安路,3室2厅 | 125.86平米 | 南 | 毛坯 | 高楼层(共31层)  | 塔楼
育英路10号,人民花园,3室2厅 | 96.5平米 | 东南 | 简装 | 高楼层(共7层)  | 板楼
西蜀嘉園,市政新区,3室2厅 | 119.8平米 | 北 南 | 毛坯 | 低楼层(共26层)  | 塔楼
汇金国际,白土坝,3室2厅 | 100平米 | 东南 南 | 毛坯 | 低楼层(共29层)  | 塔楼
瑞露嘉都,南门坝,3室1厅 | 124.96平米 | 东南 | 精装 | 中楼层(共11层)  | 塔楼
卡布基诺,南门坝,3室2厅 | 120平米 | 东南 | 简装 | 中楼层(共30层)  | 塔楼
雍景上河城一区,川东北金融中心,3室2厅 | 97平米 | 东南 | 毛坯 | 高楼层(共18层)  | 塔楼
云岭花园,南充北站,3室2厅 | 93平米 | 南 | 简装 | 中楼层(共9层)  | 暂无数据
格兰春天,南门坝,3室1厅 | 125平米 | 东南 | 精装 | 高楼层(共6层)  | 暂无数据
瑞露嘉都,南门坝,4室2厅 | 173.72平米 | 东南 | 毛坯 | 低楼层(共16层)  | 塔楼
四川省汽车运输第四十一队,大西街,3室2厅 | 83平米 | 东 | 简装 | 中楼层(共8层)  | 暂无数据
明宇?帝壹家东区,南门坝,3室1厅 | 105平米 | 东 | 简装 | 中楼层(共32层)  | 塔楼
马电花园,市政新区,3室1厅 | 136平米 | 南 | 毛坯 | 中楼层(共18层)  | 板塔结合
恒河·常春藤大院,市政新区,3室2厅 | 113平米 | 东南 | 精装 | 中楼层(共34层)  | 塔楼
格兰春天,南门坝,3室2厅 | 128平米 | 东南 | 精装 | 中楼层(共7层)  | 板楼
汇金国际,白土坝,3室2厅 | 107平米 | 西南 西 | 精装 | 中楼层(共29层)  | 塔楼
万科金润华府二期,川东北金融中心,4室2厅 | 114平米 | 南 | 精装 | 中楼层(共29层)  | 板塔结合
铁投锦华府,市政新区,4室2厅 | 124平米 | 南 | 毛坯 | 高楼层(共11层)  | 暂无数据
万科金润华府二期,川东北金融中心,4室2厅 | 120平米 | 东南 | 精装 | 高楼层(共21层)  | 塔楼
景上云天,南门坝,3室2厅 | 98平米 | 南 | 精装 | 低楼层(共11层)  | 暂无数据
延安巷55号,延安路,3室2厅 | 83平米 | 东南 | 简装 | 低楼层(共6层)  | 暂无数据
蓝光·香江国际,南门坝,3室2厅 | 111平米 | 南 | 毛坯 | 中楼层(共34层)  | 塔楼
明宇·帝壹家西区,南门坝,3室1厅 | 85平米 | 东南 | 精装 | 低楼层(共11层)  | 暂无数据
悦中心,南门坝,3室2厅 | 99.45平米 | 南 | 毛坯 | 高楼层(共27层)  | 塔楼
恒河外滩金融街,南门坝,3室2厅 | 112平米 | 南 | 毛坯 | 低楼层(共28层)  | 塔楼
明宇·帝壹家西区,南门坝,3室2厅 | 153平米 | 东南 | 毛坯 | 高楼层(共6层)  | 板楼
蓝光·香江国际,南门坝,3室2厅 | 127.94平米 | 东南 | 毛坯 | 高楼层(共41层)  | 塔楼
辉宇都市泊岸,南充北站,3室2厅 | 109.55平米 | 南 | 其他 | 中楼层(共7层)  | 板楼
铁投锦华府,市政新区,3室2厅 | 87.43平米 | 东南 | 毛坯 | 中楼层(共24层)  | 塔楼
龙吟水郡,延安路,3室2厅 | 130平米 | 东南 | 精装 | 中楼层(共5层)  | 板楼
明宇·帝壹家西区,南门坝,3室2厅 | 118平米 | 东南 | 其他 | 高楼层(共6层)  | 板楼
悦府,南门坝,3室2厅 | 105.14平米 | 东南 | 其他 | 低楼层(共11层)  | 暂无数据
新华小区,延安路,2室1厅 | 81平米 | 东南 | 简装 | 中楼层(共8层)  | 板楼
蓝光COCO香江2期,清泉坝,3室2厅 | 71平米 | 南 | 精装 | 中楼层(共27层)  | 塔楼
川北医学院职工宿舍,北湖公园,3室2厅 | 98.2平米 | 东南 | 简装 | 中楼层(共6层)  | 暂无数据
新生街小区,西门市场,3室1厅 | 75平米 | 南 | 精装 | 中楼层(共7层)  | 板楼
波特曼商品房小区,金泉路,3室2厅 | 122.86平米 | 南 | 精装 | 中楼层(共7层)  | 暂无数据
文化路234号附1号,北湖公园,3室2厅 | 98平米 | 东南 | 简装 | 中楼层(共8层)  | 暂无数据
胜利路69号,延安路,2室2厅 | 74平米 | 东南 | 简装 | 中楼层(共7层)  | 暂无数据
尚品观邸,市政新区,3室1厅 | 93.6平米 | 南 | 毛坯 | 中楼层(共27层)  | 塔楼
卫生局宿舍,西山风景区,3室2厅 | 108平米 | 东南 | 简装 | 中楼层(共8层)  | 板塔结合
蓝光·香江国际,南门坝,3室2厅 | 115平米 | 东南 | 精装 | 中楼层(共34层)  | 塔楼
春风·玫瑰园,市政新区,3室2厅 | 110平米 | 南 | 其他 | 低楼层(共6层)  | 板塔结合
金树湾,市政新区,3室1厅 | 95平米 | 东南 | 其他 | 低楼层(共18层)  | 板楼
杏林小区,市政新区,3室2厅 | 108平米 | 东 | 毛坯 | 低楼层(共17层)  | 塔楼
爱心街丝绸小区,南充北站,3室2厅 | 111平米 | 北 | 精装 | 高楼层(共6层)  | 暂无数据
金鸿城·归谷,市政新区,3室2厅 | 93.84平米 | 南 西南 | 精装 | 低楼层(共18层)  | 暂无数据
佳兆业君汇上品,白土坝,3室2厅 | 75.43平米 | 南 | 精装 | 低楼层(共33层)  | 塔楼
顺庆区西藏路小区,滨江大道,3室2厅 | 100.62平米 | 西南 | 精装 | 中楼层(共8层)  | 暂无数据
文化路234号附1号,北湖公园,2室2厅 | 81平米 | 东南 | 简装 | 中楼层(共9层)  | 暂无数据
大北街132号,五星花园,2室2厅 | 71.8平米 | 东南 | 简装 | 高楼层(共7层)  | 板楼
丝绸路1号,西门市场,3室2厅 | 111平米 | 东南 | 简装 | 高楼层(共9层)  | 暂无数据
中梁华府,清泉坝,3室2厅 | 150平米 | 东南 | 毛坯 | 下叠(共7层)  | 暂无数据 | 叠拼别墅
西河南路120号,西门市场,3室2厅 | 72平米 | 东 | 精装 | 中楼层(共7层)  | 板楼
心悦国际,市政新区,3室2厅 | 87.1平米 | 东 | 精装 | 高楼层(共18层)  | 塔楼
延安路565号,延安路,2室2厅 | 66.8平米 | 东南 | 其他 | 高楼层(共7层)  | 板塔结合
育英路6号,人民花园,2室2厅 | 78平米 | 东南 南 | 精装 | 高楼层(共10层)  | 平房
尚品观邸,市政新区,3室1厅 | 93.6平米 | 南 | 毛坯 | 中楼层(共27层)  | 塔楼
心悦国际,市政新区,3室2厅 | 87.1平米 | 东 | 精装 | 高楼层(共18层)  | 塔楼
金树湾,市政新区,3室1厅 | 95平米 | 东南 | 其他 | 低楼层(共18层)  | 板楼
杏林小区,市政新区,3室2厅 | 108平米 | 东 | 毛坯 | 低楼层(共17层)  | 塔楼
春风·玫瑰园,市政新区,3室2厅 | 110平米 | 南 | 其他 | 低楼层(共6层)  | 板塔结合
玉桂苑,西山风景区,3室1厅 | 107平米 | 南 | 其他 | 高楼层(共7层)  | 板楼
瑞丰花园,市政新区,3室2厅 | 92平米 | 东 | 精装 | 高楼层(共11层)  | 塔楼
龙川半岛,西山风景区,3室1厅 | 106平米 | 东南 | 毛坯 | 低楼层(共19层)  | 塔楼
蓝光COCO香江一期三区,清泉坝,3室1厅 | 59.9平米 | 西南 | 精装 | 高楼层(共37层)  | 塔楼
铁投锦华府,市政新区,4室2厅 | 124.23平米 | 南 | 毛坯 | 中楼层(共11层)  | 暂无数据
春风·玫瑰园,市政新区,3室2厅 | 99平米 | 东 | 精装 | 中楼层(共6层)  | 塔楼
明宇·帝壹家西区,南门坝,3室2厅 | 138.9平米 | 南 | 毛坯 | 中楼层(共6层)  | 板楼
燎原小区,火车站,3室2厅 | 82平米 | 南 | 简装 | 低楼层(共3层)  | 板楼
铁投锦华府,市政新区,3室2厅 | 97.33平米 | 西南 西 | 毛坯 | 中楼层(共24层)  | 塔楼
果城路区政府院,人民花园,3室2厅 | 93.05平米 | 东南 | 简装 | 中楼层(共7层)  | 板楼
石油新城东二区,市政新区,3室2厅 | 114.7平米 | 南 | 其他 | 高楼层(共11层)  | 塔楼
清泉小区东区,市政新区,4室2厅 | 187平米 | 南 | 毛坯 | 中楼层(共6层)  | 板楼
绿地城上海滩花园一区,南充北站,4室2厅 | 151平米 | 东南 | 毛坯 | 低楼层(共6层)  | 板塔结合
玉兴苑,火车站,2室2厅 | 87平米 | 东南 | 简装 | 中楼层(共7层)  | 暂无数据
雍锦半岛,清泉坝,4室2厅 | 127平米 | 东南 | 毛坯 | 高楼层(共33层)  | 板塔结合
悦中心,南门坝,3室1厅 | 95.56平米 | 东南 | 精装 | 高楼层(共27层)  | 塔楼
龙川半岛,西山风景区,4室2厅 | 123平米 | 东南 | 其他 | 高楼层(共19层)  | 塔楼
佳兆业君临,白土坝,3室2厅 | 85平米 | 南 | 毛坯 | 高楼层(共27层)  | 塔楼
和锦名苑,市政新区,3室2厅 | 110平米 | 东 | 精装 | 低楼层(共12层)  | 塔楼
锦绣华庭,华凤,3室2厅 | 110平米 | 南 | 毛坯 | 高楼层(共27层)  | 平房
鸿升凯旋城,市政新区,4室2厅 | 96.48平米 | 北 | 毛坯 | 高楼层(共24层)  | 板楼
凯旋帝景,滨江大道,3室2厅 | 136平米 | 东南 | 毛坯 | 中楼层(共29层)  | 平房
濱江翠苑,滨江大道,3室2厅 | 135平米 | 东南 | 精装 | 高楼层(共7层)  | 板楼
塞维利亚,市政新区,3室1厅 | 118.24平米 | 南 北 | 毛坯 | 低楼层(共6层)  | 板塔结合
城市花园,市政新区,3室2厅 | 99.8平米 | 东 | 简装 | 低楼层(共6层)  | 塔楼
中南·世纪城,清泉坝,2室2厅 | 83平米 | 东南 | 精装 | 低楼层(共7层)  | 板楼
仪凤街219号,滨江大道,3室2厅 | 103.8平米 | 东南 | 简装 | 高楼层(共7层)  | 暂无数据
东方医院,大西街,2室2厅 | 67平米 | 南 | 简装 | 高楼层(共4层)  | 暂无数据
锦绣华庭,华凤,3室1厅 | 89平米 | 南 | 简装 | 高楼层(共30层)  | 塔楼
天龙四季花园,西山风景区,3室1厅 | 107.46平米 | 南 | 简装 | 中楼层(共7层)  | 板楼
铁投锦华府,市政新区,3室2厅 | 109平米 | 南 | 毛坯 | 中楼层(共11层)  | 暂无数据
丽景花园,西山风景区,3室2厅 | 140平米 | 东南 | 精装 | 低楼层(共8层)  | 板楼
金色愿景,市政新区,3室1厅 | 94平米 | 东南 | 简装 | 中楼层(共7层)  | 板塔结合
仁和春天花园,华凤,3室2厅 | 100.28平米 | 东 | 简装 | 低楼层(共32层)  | 塔楼
南门金座,大西街,3室2厅 | 96.17平米 | 南 北 | 毛坯 | 高楼层(共18层)  | 塔楼
绿地城上海滩花园一区,南充北站,3室2厅 | 143平米 | 东南 | 毛坯 | 低楼层(共7层)  | 板塔结合
果城路区政府院,人民花园,3室2厅 | 100平米 | 南 | 精装 | 中楼层(共8层)  | 板楼
金鱼岭81号,火车站,2室2厅 | 77.45平米 | 南 | 简装 | 中楼层(共8层)  | 暂无数据
尚城明珠,白土坝,3室2厅 | 87.4平米 | 东南 | 毛坯 | 中楼层(共17层)  | 塔楼
清泉小区·西区,市政新区,3室2厅 | 113平米 | 北 | 简装 | 低楼层(共6层)  | 暂无数据
怡和花园,西山运动场,2室1厅 | 67.1平米 | 东南 | 简装 | 中楼层(共9层)  | 暂无数据
应范家园,白土坝,3室2厅 | 109.9平米 | 东南 | 毛坯 | 中楼层(共33层)  | 塔楼
铁投锦华府,市政新区,4室2厅 | 118平米 | 南 | 毛坯 | 低楼层(共11层)  | 暂无数据
蓝光COCO香江2期,清泉坝,3室2厅 | 81平米 | 西 | 毛坯 | 高楼层(共27层)  | 塔楼
明宇?帝壹家东区,南门坝,4室2厅 | 147.8平米 | 东南 南 | 精装 | 中楼层(共5层)  | 板楼
清泉小区东区,市政新区,4室2厅 | 172平米 | 南 北 | 毛坯 | 中楼层(共7层)  | 暂无数据
英伦城邦,白土坝,3室2厅 | 88平米 | 东南 | 精装 | 中楼层(共33层)  | 塔楼
宏凌·果城居,人民花园,3室2厅 | 113平米 | 东南 | 精装 | 中楼层(共7层)  | 暂无数据
汇金国际,白土坝,3室1厅 | 117平米 | 东南 | 毛坯 | 中楼层(共29层)  | 塔楼
南充恒大中航城,清泉坝,3室2厅 | 79.54平米 | 东南 | 精装 | 中楼层(共33层)  | 塔楼
佳兆业君汇上品,白土坝,3室2厅 | 106平米 | 北 | 毛坯 | 低楼层(共33层)  | 塔楼
尚城明珠,白土坝,3室2厅 | 91平米 | 南 | 毛坯 | 中楼层(共16层)  | 塔楼
广电小区,西山运动场,3室1厅 | 93平米 | 南 | 毛坯 | 低楼层(共8层)  | 板楼
桂花小区,西山风景区,3室2厅 | 85平米 | 南 | 简装 | 高楼层(共6层)  | 板楼
汇金国际,白土坝,4室2厅 | 139.84平米 | 东南 | 毛坯 | 高楼层(共29层)  | 塔楼
新世纪购物广场,五星花园,4室1厅 | 126.26平米 | 东南 | 精装 | 低楼层(共31层)  | 塔楼
筑韵丽都花园,市政新区,3室2厅 | 124.8平米 | 南 | 毛坯 | 低楼层(共7层)  | 塔楼
格兰春天,南门坝,3室2厅 | 116平米 | 东 | 简装 | 高楼层(共7层)  | 板塔结合
长征路72号,人民花园,2室2厅 | 78平米 | 东南 | 精装 | 中楼层(共7层)  | 暂无数据
英伦城邦,白土坝,4室2厅 | 122平米 | 南 | 精装 | 中楼层(共33层)  | 塔楼
尚品观邸,市政新区,3室2厅 | 114平米 | 南 北 | 精装 | 低楼层(共26层)  | 塔楼
蓝光COCO香江一期一区,清泉坝,3室2厅 | 74平米 | 西南 | 毛坯 | 中楼层(共24层)  | 塔楼
友合院,人民花园,2室2厅 | 83.89平米 | 南 | 简装 | 中楼层(共8层)  | 板楼
雍锦半岛,清泉坝,3室2厅 | 103平米 | 东南 | 毛坯 | 高楼层(共33层)  | 板塔结合
仪凤街249号,五星花园,3室2厅 | 111.67平米 | 东南 | 简装 | 中楼层(共9层)  | 板楼
雍锦半岛,清泉坝,3室2厅 | 103.35平米 | 南 | 毛坯 | 中楼层(共31层)  | 塔楼
